,R_fighter,B_fighter,Referee,date,location,Winner,weight_class,R_age,B_age,R_Stance,B_Stance,R_Height_cms,B_Height_cms,R_Reach_cms,B_Reach_cms,B_Weight_lbs,R_Weight_lbs,R_current_win_streak,B_current_win_streak,R_wins,R_losses,B_wins,B_losses
4397,Kenny Florian,Diego Nunes,John McCarthy,2011-06-11,"Vancouver, British Columbia, Canada",Red,Featherweight,35.0,28.0,Southpaw,Orthodox,177.8,167.64,187.96,170.18,145.0,145.0,0,1,11,4,1,0
4398,Dustin Poirier,Jason Young,John McCarthy,2011-06-11,"Vancouver, British Columbia, Canada",Red,Featherweight,22.0,24.0,Southpaw,Orthodox,175.26,175.26,182.88,185.42,145.0,155.0,1,0,1,0,0,0
4399,Nick Ring,James Head,Herb Dean,2011-06-11,"Vancouver, British Columbia, Canada",Red,Middleweight,32.0,27.0,Southpaw,Orthodox,182.88,185.42,187.96,185.42,170.0,185.0,1,0,1,0,0,0
4400,Joey Beltran,Aaron Rosa,Jerin Valel,2011-06-11,"Vancouver, British Columbia, Canada",Red,Heavyweight,29.0,28.0,Orthodox,Orthodox,185.42,193.04,190.5,195.58,205.0,185.0,2,0,2,2,0,0
4401,Darren Elkins,Michihiro Omigawa,Kevin Dornan,2011-06-11,"Vancouver, British Columbia, Canada",Red,Featherweight,27.0,35.0,Orthodox,Orthodox,177.8,167.64,180.34,172.72,145.0,145.0,1,0,1,1,0,3
4402,Ramsey Nijem,Tony Ferguson,Josh Rosenthal,2011-06-04,"Las Vegas, Nevada, USA",Blue,Welterweight,23.0,27.0,Orthodox,Orthodox,180.34,180.34,190.5,193.04,155.0,155.0,0,0,0,0,0,0
4403,Ryan McGillivray,Shamar Bailey,Chris Tognoni,2011-06-04,"Las Vegas, Nevada, USA",Blue,Welterweight,24.0,28.0,,Southpaw,180.34,175.26,,190.5,155.0,170.0,0,0,0,0,0,0
4404,Josh Grispi,George Roop,Herb Dean,2011-06-04,"Las Vegas, Nevada, USA",Blue,Featherweight,22.0,29.0,Orthodox,Orthodox,180.34,185.42,187.96,182.88,135.0,145.0,0,0,0,1,1,3
4405,Fabio Maldonado,Kyle Kingsbury,Chris Tognoni,2011-06-04,"Las Vegas, Nevada, USA",Blue,LightHeavyweight,31.0,29.0,Orthodox,Orthodox,185.42,193.04,190.5,200.66,205.0,205.0,1,0,1,0,3,1
4406,Clay Guida,Anthony Pettis,Steve Mazzagatti,2011-06-04,"Las Vegas, Nevada, USA",Red,Lightweight,29.0,24.0,Orthodox,Orthodox,170.18,177.8,177.8,182.88,155.0,155.0,1,0,8,5,0,0
4407,Chuck O'Neil,Chris Cope,Josh Rosenthal,2011-06-04,"Las Vegas, Nevada, USA",Blue,Welterweight,25.0,28.0,,Orthodox,187.96,182.88,,182.88,170.0,170.0,0,0,0,0,0,0
4408,Danny Downes,Jeremy Stephens,Steve Mazzagatti,2011-06-04,"Las Vegas, Nevada, USA",Blue,Lightweight,25.0,25.0,Orthodox,Orthodox,182.88,175.26,182.88,180.34,145.0,155.0,0,0,0,0,6,5
4409,Ed Herman,Tim Credeur,Herb Dean,2011-06-04,"Las Vegas, Nevada, USA",Red,Middleweight,30.0,33.0,Orthodox,Orthodox,185.42,190.5,195.58,190.5,185.0,205.0,0,3,4,5,3,1
4410,Clay Harvison,Justin Edwards,Josh Rosenthal,2011-06-04,"Las Vegas, Nevada, USA",Red,Welterweight,30.0,28.0,Orthodox,Orthodox,185.42,177.8,187.96,177.8,155.0,170.0,0,0,0,0,0,0
4411,Scott Jorgensen,Ken Stone,Steve Mazzagatti,2011-06-04,"Las Vegas, Nevada, USA",Red,Bantamweight,28.0,28.0,Orthodox,Southpaw,165.1,172.72,167.64,180.34,135.0,135.0,0,0,0,0,0,0
4412,Reuben Duran,Francisco Rivera,Herb Dean,2011-06-04,"Las Vegas, Nevada, USA",Red,Bantamweight,27.0,29.0,Orthodox,Orthodox,170.18,172.72,180.34,177.8,135.0,135.0,0,0,0,1,0,0
4413,Gleison Tibau,Rafaello Oliveira,Kim Winslow,2011-05-28,"Las Vegas, Nevada, USA",Red,Lightweight,27.0,29.0,Southpaw,Orthodox,177.8,172.72,180.34,180.34,155.0,155.0,0,0,8,5,1,2
4414,Stefan Struve,Travis Browne,Steve Mazzagatti,2011-05-28,"Las Vegas, Nevada, USA",Blue,Heavyweight,23.0,28.0,Orthodox,Orthodox,210.82,198.12,213.36,200.66,255.0,265.0,0,1,5,2,1,1
4415,Brian Stann,Jorge Santiago,Herb Dean,2011-05-28,"Las Vegas, Nevada, USA",Red,Middleweight,30.0,30.0,Orthodox,Orthodox,185.42,185.42,187.96,190.5,170.0,205.0,0,1,4,2,1,2
4416,Thiago Alves,Rick Story,Kim Winslow,2011-05-28,"Las Vegas, Nevada, USA",Blue,Welterweight,27.0,26.0,Orthodox,Southpaw,175.26,175.26,177.8,180.34,170.0,170.0,0,0,10,4,5,1
4417,Miguel Torres,Demetrious Johnson,Josh Rosenthal,2011-05-28,"Las Vegas, Nevada, USA",Blue,Bantamweight,30.0,24.0,Orthodox,Orthodox,175.26,160.02,193.04,167.64,125.0,135.0,1,1,1,0,1,0
4418,Quinton Jackson,Matt Hamill,Herb Dean,2011-05-28,"Las Vegas, Nevada, USA",Red,LightHeavyweight,32.0,34.0,Orthodox,Orthodox,185.42,185.42,185.42,193.04,205.0,205.0,3,3,6,2,9,2
4419,Frank Mir,Roy Nelson,Josh Rosenthal,2011-05-28,"Las Vegas, Nevada, USA",Red,Heavyweight,32.0,34.0,Southpaw,Orthodox,190.5,182.88,200.66,185.42,263.0,264.0,2,2,12,5,2,1
4420,Kendall Grove,Tim Boetsch,Steve Mazzagatti,2011-05-28,"Las Vegas, Nevada, USA",Blue,Middleweight,28.0,30.0,Orthodox,Orthodox,198.12,182.88,200.66,187.96,185.0,185.0,3,1,7,5,3,3
4421,Michael McDonald,Chris Cariaso,Josh Rosenthal,2011-05-28,"Las Vegas, Nevada, USA",Red,Bantamweight,20.0,30.0,Orthodox,Southpaw,175.26,160.02,177.8,162.56,125.0,135.0,1,1,1,0,1,0
4422,Cole Escovedo,Renan Barao,Steve Mazzagatti,2011-05-28,"Las Vegas, Nevada, USA",Blue,Bantamweight,29.0,24.0,Orthodox,Orthodox,170.18,167.64,182.88,177.8,145.0,135.0,0,0,0,0,0,0
4423,Jake Ellenberger,Sean Pierson,Herb Dean,2011-04-30,"Toronto, Ontario, Canada",Red,Welterweight,26.0,35.0,Orthodox,Southpaw,175.26,182.88,180.34,193.04,170.0,170.0,0,1,3,1,1,0
4424,Vladimir Matyushenko,Jason Brilz,Dan Miragliotta,2011-04-30,"Toronto, Ontario, Canada",Red,LightHeavyweight,40.0,35.0,Orthodox,Orthodox,182.88,180.34,187.96,180.34,205.0,205.0,1,2,6,3,3,2
4425,Mark Bocek,Benson Henderson,Yves Lavigne,2011-04-30,"Toronto, Ontario, Canada",Blue,Lightweight,29.0,27.0,Orthodox,Southpaw,172.72,175.26,190.5,177.8,170.0,155.0,0,0,5,3,0,0
4426,Georges St-Pierre,Jake Shields,Herb Dean,2011-04-30,"Toronto, Ontario, Canada",Red,Welterweight,29.0,32.0,Orthodox,Orthodox,180.34,182.88,193.04,182.88,170.0,185.0,2,1,15,2,1,0
4427,Jose Aldo,Mark Hominick,John McCarthy,2011-04-30,"Toronto, Ontario, Canada",Red,Featherweight,24.0,28.0,Orthodox,Orthodox,170.18,172.72,177.8,172.72,145.0,135.0,0,3,0,0,3,0
4428,Daniel Roberts,Claude Patrick,Dan Miragliotta,2011-04-30,"Toronto, Ontario, Canada",Blue,Welterweight,30.0,30.0,Southpaw,Orthodox,177.8,180.34,187.96,190.5,170.0,170.0,0,2,3,1,2,0
4429,Lyoto Machida,Randy Couture,Yves Lavigne,2011-04-30,"Toronto, Ontario, Canada",Red,LightHeavyweight,32.0,47.0,Southpaw,Orthodox,185.42,185.42,187.96,190.5,205.0,185.0,8,7,8,2,16,7
4430,Nate Diaz,Rory MacDonald,John McCarthy,2011-04-30,"Toronto, Ontario, Canada",Blue,Welterweight,26.0,21.0,Southpaw,Orthodox,182.88,182.88,193.04,193.04,170.0,170.0,5,1,8,4,1,1
4431,Yves Jabouin,Pablo Garza,Yves Lavigne,2011-04-30,"Toronto, Ontario, Canada",Blue,Featherweight,31.0,27.0,Orthodox,Orthodox,170.18,185.42,172.72,185.42,145.0,135.0,0,1,0,0,1,0
4432,Ivan Menjivar,Charlie Valencia,John McCarthy,2011-04-30,"Toronto, Ontario, Canada",Red,Bantamweight,28.0,36.0,Orthodox,Orthodox,167.64,160.02,162.56,162.56,135.0,145.0,0,0,0,1,0,0
4433,Jason MacDonald,Ryan Jensen,Herb Dean,2011-04-30,"Toronto, Ontario, Canada",Red,Middleweight,35.0,33.0,Orthodox,Orthodox,190.5,185.42,203.2,193.04,185.0,185.0,2,0,5,6,2,5
4434,John Makdessi,Kyle Watson,Dan Miragliotta,2011-04-30,"Toronto, Ontario, Canada",Red,Lightweight,25.0,31.0,Orthodox,Southpaw,172.72,182.88,172.72,,155.0,155.0,1,1,1,0,1,0
4435,DaMarques Johnson,Amir Sadollah,Mario Yamasaki,2011-03-26,"Seattle, Washington, USA",Blue,Welterweight,28.0,30.0,Orthodox,Orthodox,185.42,177.8,190.5,190.5,170.0,170.0,0,1,3,2,4,2
4436,Anthony Johnson,Dan Hardy,Josh Rosenthal,2011-03-26,"Seattle, Washington, USA",Red,Welterweight,27.0,28.0,Orthodox,Orthodox,187.96,182.88,198.12,187.96,170.0,205.0,1,4,5,3,4,2
4437,Chan Sung Jung,Leonard Garcia,Dan Miragliotta,2011-03-26,"Seattle, Washington, USA",Red,Featherweight,24.0,31.0,Orthodox,Orthodox,170.18,177.8,182.88,172.72,145.0,145.0,0,0,0,0,2,2
4438,John Hathaway,Kris McCray,Herb Dean,2011-03-26,"Seattle, Washington, USA",Red,Welterweight,23.0,29.0,Orthodox,Orthodox,185.42,182.88,190.5,193.04,170.0,170.0,4,0,4,1,0,2
4439,Alex Caceres,Mackens Semerzier,Mario Yamasaki,2011-03-26,"Seattle, Washington, USA",Blue,Featherweight,22.0,30.0,Southpaw,Orthodox,177.8,175.26,185.42,182.88,145.0,145.0,0,0,0,0,0,0
4440,Jon Madsen,Mike Russow,Anthony Hamlett,2011-03-26,"Seattle, Washington, USA",Blue,Heavyweight,31.0,34.0,Orthodox,Orthodox,182.88,185.42,182.88,185.42,255.0,240.0,4,2,4,0,2,0
4441,Michael McDonald,Edwin Figueroa,Josh Rosenthal,2011-03-26,"Seattle, Washington, USA",Red,Bantamweight,20.0,26.0,Orthodox,Orthodox,175.26,170.18,177.8,175.26,135.0,135.0,0,0,0,0,0,0
4442,Phil Davis,Rogerio Nogueira,Herb Dean,2011-03-26,"Seattle, Washington, USA",Red,LightHeavyweight,26.0,34.0,Orthodox,Southpaw,187.96,187.96,200.66,190.5,205.0,205.0,4,2,4,0,2,1
4443,Johny Hendricks,TJ Waldburger,Mario Yamasaki,2011-03-26,"Seattle, Washington, USA",Red,Welterweight,27.0,22.0,Southpaw,Orthodox,175.26,180.34,175.26,190.5,170.0,185.0,4,1,4,1,1,0
4444,Mario Miranda,Aaron Simpson,Dan Miragliotta,2011-03-26,"Seattle, Washington, USA",Blue,Middleweight,31.0,36.0,Orthodox,Orthodox,190.5,182.88,187.96,185.42,170.0,185.0,0,3,1,2,3,2
4445,Sean McCorkle,Christian Morecraft,Anthony Hamlett,2011-03-26,"Seattle, Washington, USA",Blue,Heavyweight,34.0,24.0,Orthodox,Orthodox,200.66,198.12,205.74,205.74,260.0,265.0,1,0,1,1,0,1
4446,Waylon Lowe,Nik Lentz,Anthony Hamlett,2011-03-26,"Seattle, Washington, USA",Blue,Lightweight,30.0,26.0,Southpaw,Orthodox,170.18,172.72,,172.72,145.0,145.0,0,1,2,1,4,1
4447,Luiz Cane,Eliot Marshall,Dan Miragliotta,2011-03-19,"Newark, New Jersey, USA",Red,LightHeavyweight,29.0,30.0,Southpaw,Orthodox,187.96,187.96,195.58,195.58,205.0,185.0,0,3,3,3,3,1
4448,Urijah Faber,Eddie Wineland,Keith Peterson,2011-03-19,"Newark, New Jersey, USA",Red,Bantamweight,31.0,26.0,Orthodox,Orthodox,167.64,170.18,170.18,175.26,135.0,135.0,0,0,0,0,0,0
4449,Dan Miller,Nate Marquardt,Dan Miragliotta,2011-03-19,"Newark, New Jersey, USA",Blue,Middleweight,29.0,31.0,Orthodox,Orthodox,185.42,182.88,187.96,187.96,185.0,185.0,3,4,5,3,9,4
4450,Jim Miller,Kamal Shalorus,Kevin Mulhall,2011-03-19,"Newark, New Jersey, USA",Red,Lightweight,27.0,38.0,Southpaw,Orthodox,172.72,172.72,180.34,172.72,155.0,155.0,2,0,8,1,0,0
4451,Edson Barboza,Anthony Njokuani,Keith Peterson,2011-03-19,"Newark, New Jersey, USA",Red,Lightweight,25.0,31.0,Orthodox,Orthodox,180.34,185.42,190.5,190.5,155.0,145.0,1,0,1,0,0,0
4452,Mauricio Rua,Jon Jones,Herb Dean,2011-03-19,"Newark, New Jersey, USA",Blue,LightHeavyweight,29.0,23.0,Orthodox,Orthodox,185.42,193.04,193.04,213.36,205.0,205.0,0,3,3,2,6,1
4453,Mirko Filipovic,Brendan Schaub,Herb Dean,2011-03-19,"Newark, New Jersey, USA",Blue,Heavyweight,36.0,28.0,Southpaw,Orthodox,187.96,193.04,185.42,198.12,245.0,230.0,1,0,4,4,3,1
4454,Ricardo Almeida,Mike Pyle,Kevin MacDonald,2011-03-19,"Newark, New Jersey, USA",Blue,Welterweight,34.0,35.0,Orthodox,Orthodox,182.88,182.88,187.96,187.96,170.0,170.0,0,0,6,4,3,2
4455,Joseph Benavidez,Ian Loveland,Kevin Mulhall,2011-03-19,"Newark, New Jersey, USA",Red,Bantamweight,26.0,27.0,Southpaw,Orthodox,162.56,172.72,165.1,,145.0,125.0,0,1,0,0,1,0
4456,Kurt Pellegrino,Gleison Tibau,Herb Dean,2011-03-19,"Newark, New Jersey, USA",Blue,Lightweight,31.0,27.0,Orthodox,Southpaw,172.72,177.8,177.8,180.34,155.0,155.0,0,0,7,4,7,5
4457,Erik Koch,Raphael Assuncao,Kevin Mulhall,2011-03-19,"Newark, New Jersey, USA",Red,Featherweight,22.0,28.0,Southpaw,Orthodox,177.8,165.1,180.34,167.64,135.0,170.0,0,0,0,0,0,0
4458,Constantinos Philippou,Nick Catone,Keith Peterson,2011-03-19,"Newark, New Jersey, USA",Blue,CatchWeight,31.0,29.0,Orthodox,Southpaw,180.34,182.88,185.42,182.88,185.0,185.0,0,1,0,0,2,2
4459,Alessio Sakara,Chris Weidman,Gary Copeland,2011-03-03,"Louisville, Kentucky, USA",Blue,Middleweight,29.0,26.0,Orthodox,Orthodox,182.88,187.96,182.88,198.12,185.0,185.0,0,0,6,5,0,0
4460,Joe Stevenson,Danny Castillo,Gary Copeland,2011-03-03,"Louisville, Kentucky, USA",Blue,Lightweight,28.0,31.0,Orthodox,Orthodox,170.18,175.26,177.8,180.34,155.0,145.0,1,0,8,6,0,0
4461,Brian Bowles,Damacio Page,Chris Kinman,2011-03-03,"Louisville, Kentucky, USA",Red,Bantamweight,30.0,28.0,Orthodox,Orthodox,170.18,167.64,177.8,167.64,135.0,135.0,0,0,0,0,0,0
4462,Steve Cantwell,Cyrille Diabate,Herb Dean,2011-03-03,"Louisville, Kentucky, USA",Blue,LightHeavyweight,24.0,37.0,Orthodox,Southpaw,187.96,198.12,190.5,205.74,205.0,185.0,1,1,1,2,1,1
4463,Diego Sanchez,Martin Kampmann,Herb Dean,2011-03-03,"Louisville, Kentucky, USA",Red,Welterweight,29.0,28.0,Southpaw,Orthodox,177.8,182.88,182.88,182.88,170.0,170.0,6,4,11,4,8,3
4464,Thiago Tavares,Shane Roller,Mario Yamasaki,2011-03-03,"Louisville, Kentucky, USA",Blue,Lightweight,26.0,31.0,Orthodox,Orthodox,170.18,177.8,177.8,182.88,155.0,145.0,2,0,5,4,0,0
4465,Takeya Mizugaki,Reuben Duran,Herb Dean,2011-03-03,"Louisville, Kentucky, USA",Red,Bantamweight,27.0,27.0,Orthodox,Orthodox,170.18,170.18,175.26,180.34,135.0,135.0,0,0,0,0,0,0
4466,CB Dollaway,Mark Munoz,Mario Yamasaki,2011-03-03,"Louisville, Kentucky, USA",Blue,Middleweight,27.0,33.0,Orthodox,Orthodox,187.96,182.88,193.04,180.34,185.0,185.0,0,0,5,2,4,2
4467,Rob Kimmons,Dongi Yang,Gary Copeland,2011-03-03,"Louisville, Kentucky, USA",Blue,Middleweight,30.0,26.0,Orthodox,Southpaw,177.8,177.8,185.42,185.42,185.0,185.0,1,0,3,3,0,1
4468,Igor Pokrajac,Todd Brown,Chris Kinman,2011-03-03,"Louisville, Kentucky, USA",Red,LightHeavyweight,32.0,34.0,Orthodox,Orthodox,182.88,180.34,187.96,,205.0,205.0,0,0,1,3,0,1
4469,David Branch,Rousimar Palhares,Mario Yamasaki,2011-03-03,"Louisville, Kentucky, USA",Blue,Middleweight,29.0,31.0,Orthodox,Orthodox,185.42,172.72,198.12,180.34,170.0,185.0,0,1,2,1,4,2
4470,Chris Camozzi,Kyle Noke,John Sharp,2011-02-26,"Sydney, New South Wales, Australia",Blue,Middleweight,24.0,30.0,Orthodox,Southpaw,187.96,185.42,190.5,193.04,170.0,185.0,2,2,2,0,2,0
4471,Brian Ebersole,Chris Lytle,Steve Perceval,2011-02-26,"Sydney, New South Wales, Australia",Red,Welterweight,30.0,36.0,Southpaw,Orthodox,182.88,180.34,185.42,172.72,170.0,170.0,0,0,0,0,9,9
4472,Nick Ring,Riki Fukuda,Leon Roberts,2011-02-26,"Sydney, New South Wales, Australia",Red,Middleweight,32.0,30.0,Southpaw,Southpaw,182.88,182.88,187.96,185.42,185.0,185.0,0,0,0,0,0,0
4473,George Sotiropoulos,Dennis Siver,Leon Roberts,2011-02-26,"Sydney, New South Wales, Australia",Blue,Lightweight,33.0,32.0,Orthodox,Orthodox,177.8,167.64,180.34,177.8,145.0,155.0,7,0,7,0,6,4
4474,Alexander Gustafsson,James Te Huna,Marc Goddard,2011-02-26,"Sydney, New South Wales, Australia",Red,LightHeavyweight,24.0,29.0,Orthodox,Orthodox,195.58,187.96,200.66,190.5,185.0,205.0,1,1,2,1,1,0
4475,BJ Penn,Jon Fitch,Herb Dean,2011-02-26,"Sydney, New South Wales, Australia",Draw,Welterweight,32.0,33.0,Orthodox,Orthodox,175.26,182.88,177.8,187.96,170.0,155.0,3,8,12,7,13,1
4476,Michael Bisping,Jorge Rivera,Marc Goddard,2011-02-26,"Sydney, New South Wales, Australia",Red,Middleweight,31.0,38.0,Orthodox,Orthodox,185.42,185.42,190.5,185.42,185.0,185.0,4,1,10,3,7,5
4477,Ross Pearson,Spencer Fisher,Herb Dean,2011-02-26,"Sydney, New South Wales, Australia",Red,Lightweight,26.0,34.0,Orthodox,Southpaw,172.72,170.18,175.26,172.72,155.0,155.0,3,2,3,1,9,5
4478,Zhang Tiequan,Jason Reinhardt,Steve Perceval,2011-02-26,"Sydney, New South Wales, Australia",Red,Featherweight,32.0,41.0,Orthodox,Orthodox,172.72,167.64,175.26,,135.0,155.0,0,0,0,0,0,1
4479,Tom Blackledge,Anthony Perosh,John Sharp,2011-02-26,"Sydney, New South Wales, Australia",Blue,LightHeavyweight,,38.0,Orthodox,Orthodox,,190.5,,190.5,205.0,205.0,0,0,0,0,0,3
4480,Maciej Jewtuszko,Curt Warburton,Steve Perceval,2011-02-26,"Sydney, New South Wales, Australia",Blue,Lightweight,30.0,,Southpaw,Orthodox,182.88,182.88,,185.42,155.0,155.0,0,0,0,0,0,1
4481,Mark Hunt,Chris Tuchscherer,John Sharp,2011-02-26,"Sydney, New South Wales, Australia",Red,Heavyweight,36.0,35.0,Orthodox,Orthodox,177.8,187.96,182.88,193.04,258.0,265.0,0,0,0,1,1,2
4482,Jake Ellenberger,Carlos Eduardo Rocha,Kim Winslow,2011-02-05,"Las Vegas, Nevada, USA",Red,Welterweight,25.0,29.0,Orthodox,Orthodox,175.26,177.8,180.34,185.42,170.0,170.0,0,1,2,1,1,0
4483,Norifumi Yamamoto,Demetrious Johnson,Mario Yamasaki,2011-02-05,"Las Vegas, Nevada, USA",Blue,Bantamweight,33.0,24.0,Southpaw,Orthodox,162.56,160.02,167.64,167.64,125.0,135.0,0,0,0,0,0,0
4484,Jon Jones,Ryan Bader,Herb Dean,2011-02-05,"Las Vegas, Nevada, USA",Red,LightHeavyweight,23.0,27.0,Orthodox,Orthodox,193.04,187.96,213.36,187.96,205.0,205.0,3,5,5,1,5,0
4485,Miguel Torres,Antonio Banuelos,Mario Yamasaki,2011-02-05,"Las Vegas, Nevada, USA",Red,Bantamweight,30.0,31.0,Orthodox,Orthodox,175.26,165.1,193.04,160.02,135.0,135.0,0,0,0,0,0,0
4486,Chad Mendes,Michihiro Omigawa,Herb Dean,2011-02-05,"Las Vegas, Nevada, USA",Red,Featherweight,25.0,35.0,Orthodox,Orthodox,167.64,167.64,167.64,172.72,145.0,145.0,0,0,0,0,0,2
4487,Anderson Silva,Vitor Belfort,Mario Yamasaki,2011-02-05,"Las Vegas, Nevada, USA",Red,Middleweight,35.0,33.0,Southpaw,Southpaw,187.96,182.88,195.58,187.96,185.0,185.0,12,3,12,0,8,4
4488,Donald Cerrone,Paul Kelly,Steve Mazzagatti,2011-02-05,"Las Vegas, Nevada, USA",Red,Lightweight,27.0,26.0,Orthodox,Orthodox,185.42,175.26,185.42,177.8,155.0,155.0,0,1,0,0,5,3
4489,Forrest Griffin,Rich Franklin,Steve Mazzagatti,2011-02-05,"Las Vegas, Nevada, USA",Red,LightHeavyweight,31.0,36.0,Orthodox,Southpaw,190.5,185.42,195.58,193.04,185.0,205.0,3,7,8,4,13,4
4490,Kyle Kingsbury,Ricardo Romero,Steve Mazzagatti,2011-02-05,"Las Vegas, Nevada, USA",Red,LightHeavyweight,28.0,32.0,Orthodox,Orthodox,193.04,182.88,200.66,193.04,205.0,205.0,0,1,2,1,1,0
4491,Paul Taylor,Gabe Ruediger,Kim Winslow,2011-02-05,"Las Vegas, Nevada, USA",Red,Lightweight,31.0,33.0,Orthodox,Orthodox,182.88,177.8,182.88,,155.0,155.0,1,0,3,5,0,2
4492,Mike Pierce,Kenny Robertson,Herb Dean,2011-02-05,"Las Vegas, Nevada, USA",Red,Welterweight,30.0,26.0,Orthodox,Orthodox,172.72,177.8,180.34,187.96,170.0,170.0,1,0,3,1,0,0
4493,Cole Miller,Matt Wiman,Dan Miragliotta,2011-01-22,"Killeen, Texas, USA",Blue,Lightweight,26.0,27.0,Orthodox,Orthodox,185.42,177.8,185.42,172.72,155.0,145.0,2,0,6,2,6,3
4494,Pat Barry,Joey Beltran,Mario Yamasaki,2011-01-22,"Killeen, Texas, USA",Red,Heavyweight,31.0,29.0,Orthodox,Orthodox,180.34,185.42,187.96,190.5,185.0,235.0,1,2,2,2,2,1
4495,Matt Mitrione,Tim Hague,Dan Miragliotta,2011-01-22,"Killeen, Texas, USA",Red,Heavyweight,32.0,27.0,Switch,Orthodox,190.5,193.04,208.28,193.04,260.0,265.0,3,1,3,0,1,3
4496,Melvin Guillard,Evan Dunham,Mario Yamasaki,2011-01-22,"Killeen, Texas, USA",Red,Lightweight,27.0,29.0,Orthodox,Southpaw,175.26,177.8,180.34,177.8,155.0,155.0,1,4,8,4,4,1
4497,Mark Hominick,George Roop,Don Turnage,2011-01-22,"Killeen, Texas, USA",Red,Featherweight,28.0,29.0,Orthodox,Orthodox,172.72,185.42,172.72,182.88,135.0,145.0,2,0,2,0,1,2
4498,Rani Yahya,Mike Brown,Mario Yamasaki,2011-01-22,"Killeen, Texas, USA",Red,Featherweight,26.0,35.0,Orthodox,Orthodox,167.64,167.64,170.18,177.8,145.0,135.0,0,0,0,0,0,2
4499,DaMarques Johnson,Mike Guymon,Don Turnage,2011-01-22,"Killeen, Texas, USA",Red,Welterweight,28.0,36.0,Orthodox,Orthodox,185.42,182.88,190.5,187.96,170.0,170.0,0,0,2,2,1,2
4500,Cody McKenzie,Yves Edwards,Jon Schorle,2011-01-22,"Killeen, Texas, USA",Blue,Lightweight,23.0,34.0,Switch,Southpaw,182.88,175.26,182.88,185.42,155.0,155.0,1,0,1,0,7,4
4501,Waylon Lowe,Willamy Freire,Dan Miragliotta,2011-01-22,"Killeen, Texas, USA",Red,Lightweight,30.0,23.0,Southpaw,,170.18,172.72,,,155.0,145.0,0,0,1,1,0,0
4502,Will Campuzano,Chris Cariaso,Don Turnage,2011-01-22,"Killeen, Texas, USA",Blue,Bantamweight,24.0,29.0,Orthodox,Southpaw,175.26,160.02,177.8,162.56,125.0,125.0,0,0,0,1,0,0
4503,Charlie Brenneman,Amilcar Alves,Jon Schorle,2011-01-22,"Killeen, Texas, USA",Red,Welterweight,29.0,22.0,Orthodox,Southpaw,177.8,182.88,177.8,,170.0,155.0,1,0,1,1,0,1
4504,Phil Baroni,Brad Tavares,Josh Rosenthal,2011-01-01,"Las Vegas, Nevada, USA",Blue,Middleweight,34.0,23.0,Orthodox,Orthodox,175.26,185.42,182.88,187.96,185.0,170.0,1,1,3,6,1,0
4505,Jeremy Stephens,Marcus Davis,Kim Winslow,2011-01-01,"Las Vegas, Nevada, USA",Red,Lightweight,24.0,37.0,Orthodox,Southpaw,175.26,177.8,180.34,177.8,170.0,145.0,0,0,5,5,9,5
4506,Brandon Vera,Thiago Silva,Steve Mazzagatti,2011-01-01,"Las Vegas, Nevada, USA",Draw,LightHeavyweight,33.0,28.0,Orthodox,Orthodox,190.5,187.96,198.12,187.96,205.0,230.0,4,4,7,5,5,2
4507,Chris Leben,Brian Stann,Josh Rosenthal,2011-01-01,"Las Vegas, Nevada, USA",Blue,Middleweight,30.0,30.0,Southpaw,Orthodox,180.34,185.42,185.42,187.96,205.0,185.0,5,0,11,5,3,2
4508,Dustin Poirier,Josh Grispi,Steve Mazzagatti,2011-01-01,"Las Vegas, Nevada, USA",Red,Featherweight,21.0,22.0,Southpaw,Orthodox,175.26,180.34,182.88,187.96,145.0,155.0,0,0,0,0,0,0
4509,Nate Diaz,Dong Hyun Kim,Yves Lavigne,2011-01-01,"Las Vegas, Nevada, USA",Blue,Welterweight,25.0,29.0,Southpaw,Southpaw,182.88,187.96,193.04,193.04,170.0,170.0,5,2,8,3,4,1
4510,Clay Guida,Takanori Gomi,Josh Rosenthal,2011-01-01,"Las Vegas, Nevada, USA",Red,Lightweight,29.0,32.0,Orthodox,Southpaw,170.18,170.18,177.8,177.8,155.0,155.0,1,0,7,5,1,1
4511,Frankie Edgar,Gray Maynard,Yves Lavigne,2011-01-01,"Las Vegas, Nevada, USA",Draw,Lightweight,29.0,31.0,Orthodox,Orthodox,167.64,175.26,172.72,177.8,155.0,135.0,3,0,8,1,8,1
4512,Mike Brown,Diego Nunes,Yves Lavigne,2011-01-01,"Las Vegas, Nevada, USA",Blue,Featherweight,35.0,28.0,Orthodox,Orthodox,167.64,167.64,177.8,170.18,145.0,145.0,0,0,0,1,0,0
4513,Daniel Roberts,Greg Soto,Kim Winslow,2011-01-01,"Las Vegas, Nevada, USA",Red,Welterweight,30.0,24.0,Southpaw,Orthodox,177.8,180.34,187.96,185.42,170.0,170.0,0,0,2,1,1,1
4514,Jacob Volkmann,Antonio McKee,Steve Mazzagatti,2011-01-01,"Las Vegas, Nevada, USA",Red,Lightweight,30.0,40.0,Southpaw,Southpaw,175.26,172.72,180.34,,155.0,155.0,0,0,2,2,0,0
4515,Jim Miller,Charles Oliveira,Dan Miragliotta,2010-12-11,"Montreal, Quebec, Canada",Red,Lightweight,27.0,21.0,Southpaw,Orthodox,172.72,177.8,180.34,187.96,155.0,155.0,2,2,7,1,2,0
